,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),1917074,Astro Boy (2009) ,阿童木 Astro Boy,动作,科幻,动画,家庭,6.8,39693,9.2%,32.4%,49.1%,8.0%,1.4%,香港,美国,日本,1279093,1016672,1031240,1054455,1054408,1018991,1041002,1010556,"https://ia.media-imdb.com/images/M/MV5BMTI5NTEwNTcxMl5BMl5BanBnXkFtZTcwMDEyMTE4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
