,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2008),1946882,Quantum of Solace (2008) ,007：大破量子危机 Quantum of Solace,动作,惊悚,冒险,6.4,68723,5.2%,25.2%,56.7%,11.4%,1.6%,英国,美国,1036561,1025175,1054384,1035654,1040679,1016670,"https://ia.media-imdb.com/images/M/MV5BMjZiYTUzMzktZWI5Yy00Mzk4LWFlMDgtYjRmNWU0Mzc0MzNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
