,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),1945549,Cashback (2006) ,超市夜未眠 Cashback,剧情,喜剧,爱情,7.8,81341,22.8%,47.8%,26.2%,2.8%,0.4%,英国,1304485,1032025,1022647,1333187,1032297,1044944,"https://ia.media-imdb.com/images/M/MV5BMTMwMjIyNzk3MF5BMl5BanBnXkFtZTYwODY1NTY2._V1_UX182_CR0,0,182,268_AL_.jpg"
