,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2011),1866471,Thor (2011) ,雷神 Thor,动作,奇幻,冒险,6.7,139133,7.7%,29.6%,52.4%,9.1%,1.2%,美国,1036342,1021959,1054454,1004596,1054434,1017918,1018976,1000083,1022706,1049501,1019007,1036630,1036676,1031881,1004610,1032220,1339359,1013770,1054408,1233393,1332680,1013888,"https://ia.media-imdb.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX182_CR0,0,182,268_AL_.jpg"
