,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,actor60,actor61,actor62,actor63,actor64,actor65,actor66,actor67,actor68,actor69,actor70,actor71,actor72,actor73,actor74,actor75,actor76,actor77,actor78,actor79,actor80,actor81,poster
0,(1997),1863941,Tin lung bak bo             ,天龙八部 天龍八部,剧情,武侠,古装,8.7,66872,49.5%,39.4%,10.2%,0.6%,0.3%,香港,1275364,1050735,1274567,1018257,1023476,1003285,1274573,1111255,1274568,1274581,1241838,1345872,1274575,1274582,1189751,1274578,1315612,1346410,1346419,1323881,1330014,1345877,1315069,1274572,1274583,1349228,1330016,1275625,1274571,1346409,1330015,1274577,1345871,1349229,1358905,1274580,1345882,1316793,1315096,1345424,1345881,1039442,1327391,1366715,1342013,1371631,1280593,1337815,1179420,1274574,1345890,1314143,1044120,1345888,1348400,1321575,1327387,1274579,1345878,1330620,1345880,1315563,1274570,1345883,1345891,1054340,1345874,1327189,1274569,1345873,1304613,1345886,1337814,1363749,1318726,1348399,1330211,1363748,1322391,1346412,1314272,1334733,"https://ia.media-imdb.com/images/M/MV5BYTRhYWIwMjAtNzUwMC00OThhLWE1YjQtOGM1MTE4ZTI3NjI4XkEyXkFqcGdeQXVyNjEzNjM2OTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
