,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2007),1853621,Luo ye gui gen (2007) ,落叶归根,剧情,喜剧,7.4,54668,16.2%,45.4%,33.7%,4.0%,0.7%,中国大陆,香港,1301697,1274296,1274305,1274670,1032540,1007401,1054282,1274274,1041082,1274237,1274288,"https://ia.media-imdb.com/images/M/MV5BYTY0MDY4MzEtNTY3ZS00NGVmLTljNzUtYzY2M2MwNmNiMzdmXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR0,0,182,268_AL_.jpg"
