,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),1866479,The Avengers (2012) ,复仇者联盟 The Avengers,动作,科幻,奇幻,冒险,8.0,336456,28.8%,46.3%,22.1%,2.3%,0.6%,美国,1010552,1016681,1017885,1054453,1021959,1013770,1040505,1054408,1004596,1017918,1000018,1000083,1003482,1018985,"https://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
