,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2006),1870044,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006) ,波拉特 Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,喜剧,7.4,35604,20.1%,40.9%,30.2%,6.2%,2.6%,美国,英国,1036713,1027161,1018148,1075728,1009287,1037808,1206134,"https://ia.media-imdb.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
