,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,poster
0,(1987),1864810,Hong lou meng             ,红楼梦,剧情,爱情,古装,9.6,68268,81.9%,14.7%,3.0%,0.3%,0.2%,中国大陆,1312700,1252926,1043713,1030507,1274363,1274524,1274521,1312738,1274517,1274519,1274516,1312703,1312741,1274518,1274525,1274526,1274527,1274522,1312730,1274528,1312701,1312704,1312724,1315072,1312714,1312710,1312712,1312705,1312722,1312737,1312735,1318807,1312723,1317125,1312715,1318075,1312707,1312706,"https://ia.media-imdb.com/images/M/MV5BYmI5OTFjZDgtOTQ2YS00MGJkLWI2MTQtYTRmMTlmMmQ2MmY5XkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UY268_CR2,0,182,268_AL_.jpg"
