,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,poster
0,(2010),1921583,L'illusionniste (2010) ,魔术师 L'illusionniste,剧情,动画,8.7,50680,46.9%,41.7%,10.7%,0.6%,0.1%,法国,英国,1040620,"https://ia.media-imdb.com/images/M/MV5BMTg0MjI4MTcxMF5BMl5BanBnXkFtZTcwNTQ1ODUwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
