,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),1873750,Hellboy II: The Golden Army (2008) ,地狱男爵2：黄金军团 Hellboy 2: The Golden Army,动作,奇幻,冒险,6.7,36707,7.9%,32.1%,50.5%,8.2%,1.2%,美国,1027182,1002688,1010557,1019031,1330240,1330241,1041123,1027193,1036496,"https://ia.media-imdb.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
