,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2006),1917577,Ming Ming (2006) ,明明,动作,爱情,悬疑,4.9,20543,2.6%,9.4%,36.1%,32.0%,19.9%,中国大陆,香港,1320138,1027798,1027502,1051157,1016866,1198234,1275633,"https://ia.media-imdb.com/images/M/MV5BMjA1NTk4Mzg4Ml5BMl5BanBnXkFtZTgwODE4NTAzMTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
