,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,poster
0,(2007),1937502,The Kite Runner (2007) ,追风筝的人 The Kite Runner,剧情,8.2,101126,32.1%,46.8%,18.6%,2.2%,0.4%,美国,中国大陆,1036561,1316003,1317934,1317723,"https://ia.media-imdb.com/images/M/MV5BOWM5Yzg4ODctM2ViMC00ZGEzLWI2YzEtZDYwY2E4YTBhYTY1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
