,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,poster
0,(2012),1889242,Lincoln (2012) ,林肯 Lincoln,剧情,传记,历史,7.7,35219,20.2%,48.2%,28.5%,2.6%,0.5%,美国,1054440,1056177,1041112,1007009,1101703,1006968,1006996,1047994,1100849,1009239,1010626,1048166,1018029,1049700,1018975,1117237,1323237,1017982,1342766,1009409,1121249,1316077,1150781,1098551,1032209,1088744,1000231,1002713,1317646,1349856,1118995,1349103,1018059,1332876,1363629,1363630,1120240,1363631,1019154,1363632,1111659,1363633,1000205,1098483,1363634,1322327,1363635,1339885,1363636,1170521,1036616,1073071,"https://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
