,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),1866264,The Queen (2006) ,女王 The Queen,剧情,传记,7.7,57621,16.0%,52.7%,29.6%,1.6%,0.2%,英国,法国,意大利,1019090,1054390,1004566,1006992,1045244,1027169,"https://ia.media-imdb.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
