,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(1975),1883755,Ikkyû san             ,聪明的一休 一休さん,动画,儿童,8.6,57203,46.8%,39.4%,13.0%,0.7%,0.2%,日本,"https://ia.media-imdb.com/images/M/MV5BYjVjZGNmN2QtYTY0Ni00ZTRlLThiYTUtZDA2ZDBkYWE5NDkzXkEyXkFqcGdeQXVyMzk1NTM0Nzc@._V1_UX182_CR0,0,182,268_AL_.jpg"
