,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2006),1867408,Seung sing (2006) ,伤城,剧情,惊悚,犯罪,6.8,79986,7.5%,34.1%,50.7%,6.9%,0.8%,中国大陆,香港,1106979,1126158,1115918,1027883,1000571,1138320,1012788,1313041,1015412,1274440,1313425,"https://ia.media-imdb.com/images/M/MV5BMjI3NjYzMzgxOV5BMl5BanBnXkFtZTgwODQ2Mzg3NzE@._V1_UY268_CR9,0,182,268_AL_.jpg"
