,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2006),1865703,Paprika (2006) ,红辣椒 パプリカ,科幻,动画,悬疑,惊悚,8.9,145753,55.3%,35.0%,8.7%,0.8%,0.2%,日本,1053554,1002915,1025560,1008521,1019299,1348511,1035615,1023352,1042168,"https://ia.media-imdb.com/images/M/MV5BMWM0M2RlZjktMTY0My00YTdjLTkzZTctYmZhYzhlY2Q1ZTgyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR3,0,182,268_AL_.jpg"
