,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2007),1947089,The Warlords (2007) ,投名状,剧情,动作,战争,古装,6.9,108396,10.4%,35.1%,46.2%,7.2%,1.0%,中国大陆,香港,1274300,1025146,1027883,1054424,1000571,1274230,1285575,1315058,1274671,1326518,1319320,1276056,1313809,1275544,1348506,1348508,1275971,"https://ia.media-imdb.com/images/M/MV5BMTI0ODg0NTIyOF5BMl5BanBnXkFtZTcwMDMyNDUyMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
