,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(1998),1863923,Luk ding gei             ,鹿鼎记,剧情,喜剧,动作,历史,冒险,8.7,61944,49.3%,37.5%,12.0%,0.9%,0.3%,香港,1275364,1075760,1043126,1274573,1016083,1034036,1275141,1002653,1313929,1315612,1315997,1054239,"https://ia.media-imdb.com/images/M/MV5BMGUyYTljMzItOTE5ZC00ODY2LWIwOTMtOTUwZmFhZWU4Yjg2XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR0,0,182,268_AL_.jpg"
