,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2008),1863955,The Other Boleyn Girl (2008) ,另一个波琳家的女孩 The Other Boleyn Girl,剧情,爱情,传记,历史,6.9,64162,8.5%,36.3%,48.7%,5.9%,0.6%,英国,美国,1037033,1054454,1054453,1016693,1053559,1014239,1021997,1019074,1009405,1010503,1009617,"https://ia.media-imdb.com/images/M/MV5BMTY2NzkyMzY1OF5BMl5BanBnXkFtZTcwMjk1MDU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
