,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2006),1875313,Meng xiang zhao jin xian shi (2006) ,梦想照进现实,剧情,爱情,6.5,16358,10.9%,27.2%,43.8%,13.6%,4.5%,中国大陆,1000571,1000571,1274722,"https://ia.media-imdb.com/images/M/MV5BNWQxNjQ1OTMtMTUzZS00OWNiLTkxZDQtYWI5NjExMTlhMTAxXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR9,0,182,268_AL_.jpg"
