,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2006),1940867,Da dian ying (2006) ,大电影,喜剧,动作,5.6,32488,3.3%,14.3%,49.1%,24.7%,8.5%,中国大陆,1275626,1029395,1274242,1334737,1002862,"https://ia.media-imdb.com/images/M/MV5BODcyNTIwNzUtYWVlNy00M2IwLTlmMTctMzA4NTM2ZjZjYzM5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR0,0,182,268_AL_.jpg"
