,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),1892578,Kamome shokudô (2006) ,海鸥食堂 かもめ食堂,剧情,喜剧,8.3,42394,34.5%,46.0%,17.7%,1.5%,0.3%,日本,1274342,1019714,1015257,1274461,1016159,1010122,"https://ia.media-imdb.com/images/M/MV5BMGU0MzI0MDEtMTJiNy00ODk3LWE1ZmUtNjVlYThmZGQ1YWZlXkEyXkFqcGdeQXVyOTAzODAwOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
