,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2006),1890157,Love and Other Disasters (2006) ,相思成灾 Love and Other Disasters,喜剧,爱情,7.4,43420,15.4%,43.4%,36.0%,4.4%,0.7%,法国,英国,1023176,1035650,1040614,1045071,1027341,1018985,1008069,1032264,1297725,"https://ia.media-imdb.com/images/M/MV5BMTMwOTgwMjg0OV5BMl5BanBnXkFtZTcwNDc3MDMwMg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
