,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),1938312,Ci qing (2007) ,刺青,剧情,爱情,同性,5.8,45700,4.1%,15.4%,51.6%,23.3%,5.6%,台湾,1307492,1189924,1018547,1320749,1275953,1274316,1339969,"https://ia.media-imdb.com/images/M/MV5BMjA1NjI4OTQ2MF5BMl5BanBnXkFtZTcwMjEyNzkzMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
