,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2007),1920805,Becoming Jane (2007) ,成为简·奥斯汀 Becoming Jane,剧情,爱情,传记,8.2,157960,31.2%,48.8%,18.7%,1.2%,0.1%,英国,爱尔兰,1045304,1048027,1006958,1031902,1006992,1013798,1314334,1281006,1317403,1055184,1000163,1189147,1174754,1332428,"https://ia.media-imdb.com/images/M/MV5BMTIzMjQyMDMxM15BMl5BanBnXkFtZTcwMjAwOTM1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
