,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2014),1889243,Interstellar (2014) ,星际穿越 Interstellar,剧情,科幻,冒险,9.2,558329,66.3%,26.7%,6.1%,0.6%,0.3%,美国,英国,加拿大,冰岛,1054524,1040511,1048027,1000225,1022593,1054509,1054443,1267954,1325862,1036407,1027824,1049518,1201851,1113911,1010536,1313709,1330971,1344601,1004844,1202795,1338863,1274631,1045604,1018020,1000231,1055380,1366207,1344602,1344603,"https://ia.media-imdb.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
