,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2006),1937946,Toki o kakeru shôjo (2006) ,穿越时空的少女 時をかける少女,剧情,爱情,科幻,动画,8.6,194205,45.8%,40.5%,12.6%,0.9%,0.2%,日本,1274299,1274336,1006187,1332733,1046346,1020236,1052900,1026435,"https://ia.media-imdb.com/images/M/MV5BNzUxODI4MzgtNWZiOC00MmNlLWIyMzctNGE3ZGU0MzczMjk4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
