,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1988),1860528,Mashin eiyûden Wataru             ,魔神英雄传 魔神英雄伝ワタル,喜剧,动画,奇幻,冒险,8.7,25066,52.4%,33.2%,13.4%,0.8%,0.2%,日本,1016801,1002915,1019299,1048566,1003859,1020941,"https://ia.media-imdb.com/images/M/MV5BMzcyZGYzODMtNzE4MS00MWM5LWI3YjgtM2U2N2I4MWUxNzVlXkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_UY268_CR15,0,182,268_AL_.jpg"
