,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2006),1914652,Penelope (2006) ,真爱之吻 Penelope,喜剧,爱情,奇幻,6.7,46481,7.3%,30.0%,54.2%,7.7%,0.8%,英国,美国,1293834,1035653,1006958,1031193,1031217,1000102,1274886,1019009,"https://ia.media-imdb.com/images/M/MV5BNjM1M2Y3NWUtOWM1MS00YjUzLThiNmEtNjdiMTZmMzg3NTY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
