,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2006),1914831,Sheng xia guang nian (2006) ,盛夏光年,剧情,爱情,同性,7.2,101768,13.7%,38.8%,41.3%,5.3%,0.9%,台湾,1189801,1001241,1014743,1305834,"https://ia.media-imdb.com/images/M/MV5BMTcxNjgxMTk3Nl5BMl5BanBnXkFtZTcwNDM3NTM1MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
