,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),1892531,The Lovely Bones (2009) ,可爱的骨头 The Lovely Bones,剧情,惊悚,家庭,奇幻,7.1,75197,12.7%,38.8%,40.1%,7.2%,1.3%,美国,英国,新西兰,1040524,1022004,1035674,1018989,1054392,1040517,1002729,1040561,"https://ia.media-imdb.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
