,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2006),1871817,The History Boys (2006) ,历史系男生 The History Boys,剧情,喜剧,同性,8.1,15886,30.8%,45.7%,20.8%,2.2%,0.4%,英国,1045410,1342585,1017966,1274878,1025262,1022694,1107582,1040712,1274380,1017901,1045095,1274867,1114946,1018190,1356735,1151765,1007180,"https://ia.media-imdb.com/images/M/MV5BMTQ3NTMxMzY5MF5BMl5BanBnXkFtZTcwMzY4OTQ0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
