,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2006),1920620,Guangrongde Fennu (2006) ,光荣的愤怒,剧情,8.0,11006,22.3%,56.7%,19.2%,1.5%,0.2%,中国大陆,1274278,1274840,1322085,1359684,1327228,1321248,1359685,"https://ia.media-imdb.com/images/M/MV5BMWI1ZjAwMDEtNGIyZi00MWI5LWI0ZmEtY2QwNjkzMDk1MmExXkEyXkFqcGdeQXVyMjI5OTQwNjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
