,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),1927369,Angels & Demons (2009) ,天使与魔鬼 Angels & Demons,悬疑,惊悚,7.2,76883,11.9%,43.7%,39.4%,4.5%,0.5%,美国,意大利,1031844,1054450,1012532,1162508,1017918,1049937,1018146,1055779,1014098,1359258,1081446,1022918,1115047,1004807,"https://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
