,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2007),1907464,Ji jie hao (2007) ,集结号,剧情,传记,历史,战争,7.9,125923,23.4%,50.4%,23.7%,2.0%,0.5%,中国大陆,香港,1274255,1274319,1274235,1274820,1313291,1007401,1274388,1032540,1274821,1331356,1274252,1274530,1275967,1274417,"https://ia.media-imdb.com/images/M/MV5BNzA4MDZiNmUtYjUzOS00YjgxLWIwYzctNGVhNDMyMGY5YTNjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
