,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2006),1890572,The Fall (2006) ,坠入 The Fall,剧情,喜剧,奇幻,冒险,8.8,52607,52.6%,35.4%,10.3%,1.4%,0.3%,美国,南非,印度,1018044,1000268,1040636,1018975,1361498,1361499,1099660,1085329,1361500,1361501,1152794,1361502,1361503,1361504,1189147,1361505,"https://ia.media-imdb.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
