,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),1907966,The Croods (2013) ,疯狂原始人 The Croods,喜剧,动画,冒险,8.7,390293,48.3%,39.0%,11.8%,0.8%,0.2%,美国,1326818,1032241,1054455,1040506,1053623,1002681,1054348,1048119,1032241,1299128,"https://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
