,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(1974),1883701,Les Chinois à Paris (1974) ,解放军在巴黎 Les chinois à Paris,喜剧,奇幻,7.3,18345,17.1%,39.5%,34.5%,6.9%,2.0%,法国,意大利,1009841,1009841,1032881,1007148,1130996,1011473,"https://ia.media-imdb.com/images/M/MV5BZjUyOTUyODctNjY2MC00ZDVjLWJiZWEtNjI5MWQ2ZGFjNDIzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR9,0,182,268_AL_.jpg"
