,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),1937401,Music and Lyrics (2007) ,K歌情人 Music and Lyrics,喜剧,爱情,音乐,7.5,67093,15.2%,46.1%,35.7%,2.8%,0.3%,美国,1111492,1003493,1054525,1009308,1002727,1013832,"https://ia.media-imdb.com/images/M/MV5BNDY5MTQwODI3OV5BMl5BanBnXkFtZTcwODM2MjEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
