,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2012),1929463,Life of Pi (2012) ,少年派的奇幻漂流 Life of Pi,剧情,奇幻,冒险,9.0,639075,60.6%,31.6%,7.0%,0.5%,0.2%,美国,台湾,英国,加拿大,1054421,1322230,1108861,1032169,1322231,1040796,1322232,1388590,1388599,1388600,1388601,1013845,1142361,1325465,1036973,1322233,1275038,1316677,1274687,"https://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
