,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2010),1863766,Tangled (2010) ,魔发奇缘 Tangled,喜剧,动画,冒险,8.1,122287,30.0%,48.4%,20.4%,1.1%,0.1%,美国,1313122,1286985,1000013,1027147,1031857,1002688,1100584,1010578,1002727,1049854,1049696,1313123,1313122,1286985,1365893,"https://ia.media-imdb.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
