,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2006),1862151,Feng kuang de shi tou (2006) ,疯狂的石头,喜剧,犯罪,8.3,326945,34.6%,46.2%,17.3%,1.6%,0.4%,中国大陆,香港,1274265,1274274,1274276,1313010,1274242,1274297,1275298,1351481,1317139,"https://ia.media-imdb.com/images/M/MV5BNTRmYmMzYjItNGY5Ni00N2ZhLWEyMjAtMDJlNTAwYWY5MTA4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
