,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2007),1857099,No Country for Old Men (2007) ,老无所依 No Country for Old Men,剧情,惊悚,犯罪,8.1,135038,30.1%,46.2%,20.8%,2.3%,0.6%,美国,1054401,1054517,1047994,1054414,1004568,1031922,1053560,1036365,1025290,1027869,1041136,1049697,1097548,"https://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
