,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),1945780,There Will Be Blood (2007) ,血色将至 There Will Be Blood,剧情,8.2,33970,31.9%,47.1%,18.9%,1.6%,0.4%,美国,1054388,1056177,1027774,1040598,1082821,1311881,"https://ia.media-imdb.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
