,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2006),1949811,Yun shui yao (2006) ,云水谣,剧情,爱情,战争,6.9,88254,9.4%,34.3%,47.7%,7.3%,1.2%,中国大陆,台湾,1276060,1053618,1032562,1040990,1058399,1012937,1189924,1313508,1042888,"https://ia.media-imdb.com/images/M/MV5BMTQxNzQ5OTk0M15BMl5BanBnXkFtZTcwNjIzMjY2Mw@@._V1_UY268_CR111,0,182,268_AL_.jpg"
