,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2007),1853770,Milyang (2007) ,密阳 밀양,剧情,7.8,22632,21.8%,49.2%,25.8%,2.7%,0.6%,韩国,1103667,1067813,1031238,1039424,1327560,"https://ia.media-imdb.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
