,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(1992),1878605,Dai si doi             ,大时代 大時代,剧情,9.2,30603,66.3%,27.3%,6.0%,0.3%,0.1%,香港,1017843,1033184,1007251,1042375,1029070,1016848,1046343,1313804,1059967,1051811,1315172,1028689,1301477,1274606,"https://ia.media-imdb.com/images/M/MV5BZDE2NzMzMmYtNDZhZS00YmE4LWEwMzYtOGFiMWMzMzdhMzU2XkEyXkFqcGdeQXVyMzQ5MzAyMzI@._V1_UY268_CR23,0,182,268_AL_.jpg"
