,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),1861411,Hao qi hai si mao (2006) ,好奇害死猫,剧情,爱情,悬疑,惊悚,6.3,25251,4.7%,24.1%,54.3%,14.4%,2.5%,中国大陆,1275554,1036905,1032540,1042341,1035269,1007401,"https://ia.media-imdb.com/images/M/MV5BMTFmNTNkZGItM2YxZS00NmE4LTk5NGEtMGI3YmU1ZjY4N2JhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjM2NDE2MDU@._V1_UY268_CR0,0,182,268_AL_.jpg"
