,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2007),1905462,Into the Wild (2007) ,荒野生存 Into the Wild,剧情,传记,冒险,8.6,131760,48.4%,36.2%,12.9%,1.9%,0.7%,美国,1054527,1040998,1025195,1031849,1040982,1307855,1002681,1002673,1012533,1006996,1027137,"https://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
