,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2006),1872133,Still Life (2006) ,三峡好人,剧情,爱情,8.0,53038,28.4%,47.3%,21.5%,2.3%,0.5%,中国大陆,1274261,1005985,1322999,1275506,"https://ia.media-imdb.com/images/M/MV5BODhhNTQxMGQtNTQzOS00MTZkLWFlYjQtZDE3YTdmY2MxYzU4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
