,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2007),1865561,The Diving Bell and the Butterfly (2007) ,潜水钟与蝴蝶 Le scaphandre et le papillon,剧情,传记,7.9,32012,24.1%,50.4%,23.1%,2.0%,0.4%,法国,美国,1040777,1040679,1010589,1032143,1018387,"https://ia.media-imdb.com/images/M/MV5BMTc3MjkzMDkxN15BMl5BanBnXkFtZTcwODAyMTU1MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
