,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2007),1926007,Tian tang kou (2007) ,天堂口,剧情,动作,爱情,5.6,35774,2.9%,14.2%,50.6%,24.5%,7.9%,中国大陆,香港,台湾,1313282,1027502,1138320,1000572,1051157,1077991,1053581,1027770,1276076,1290389,"https://ia.media-imdb.com/images/M/MV5BMTkwNjM3NDg5MF5BMl5BanBnXkFtZTcwMzE2NDM3MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
