,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),1939414,The Forbidden Kingdom (2008) ,功夫之王 The Forbidden Kingdom,动作,奇幻,冒险,武侠,古装,5.3,105922,2.2%,9.6%,48.4%,30.6%,9.2%,美国,中国大陆,1292171,1025146,1054531,1049732,1040990,1036323,1022821,1018340,1316770,1334226,"https://ia.media-imdb.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
