,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2007),1945330,The Mist (2007) ,迷雾 The Mist,剧情,科幻,惊悚,恐怖,灾难,7.8,153325,24.2%,47.2%,23.7%,3.6%,1.2%,美国,1047973,1031816,1025195,1036452,1009380,1107884,1000095,1014079,"https://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
