,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2007),1867335,Stardust (2007) ,星尘 Stardust,爱情,家庭,奇幻,冒险,7.6,49038,20.7%,44.2%,30.9%,3.8%,0.5%,美国,英国,冰岛,1031852,1036486,1053582,1035642,1054445,1003485,1053622,1044713,1054410,1025208,1274374,"https://ia.media-imdb.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
