,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2006),1937257,Big Nothing (2006) ,微不足道 Big Nothing,喜剧,惊悚,犯罪,8.2,35673,29.0%,51.7%,17.8%,1.3%,0.2%,英国,加拿大,1000799,1035648,1041115,1036358,1004565,1014041,"https://ia.media-imdb.com/images/M/MV5BMTY5NTc2NjYwOV5BMl5BanBnXkFtZTcwMzk5OTY0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
