,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2007),1898223,La Vie en Rose (2007) ,玫瑰人生 La Môme,剧情,爱情,音乐,传记,8.3,52824,34.3%,48.4%,16.1%,1.0%,0.2%,法国,英国,捷克,1009753,1006955,1014218,1050264,1010589,1005269,1013845,1000606,1041608,1000510,1045711,1141452,1206765,1328931,1346182,1340188,1118354,1327086,"https://ia.media-imdb.com/images/M/MV5BYzU5MjQ0NDYtZmQ4NS00ZjQxLWJlNGEtOTdlNWE4MDlhYmU0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
