,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2015),1866473,Ant-Man (2015) ,蚁人 Ant-Man,动作,科幻,冒险,7.6,205159,16.1%,48.9%,31.9%,2.7%,0.4%,美国,1009586,1002667,1053620,1021963,1315557,1131634,1337583,1009256,1044985,1022661,1027295,1027329,1000051,1330973,1025232,1338883,1343373,1027217,1005037,1159146,1316108,1013888,1017885,1021985,"https://ia.media-imdb.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
