,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2006),1859036,Bo bui gai wak (2006) ,宝贝计划 寶貝計劃,剧情,喜剧,动作,7.2,207776,11.4%,40.9%,42.4%,4.6%,0.6%,香港,中国大陆,1274293,1054531,1027577,1312161,1050534,1041425,1018980,1274584,1163752,1301560,1027502,1050053,"https://ia.media-imdb.com/images/M/MV5BMWYyZjQ0NGEtYWU1NC00NjhhLTlmYmItY2JhZTllNjhiNjQxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UY268_CR7,0,182,268_AL_.jpg"
