,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),1947091,Three Kingdoms (2008) ,三国之见龙卸甲,剧情,动作,历史,战争,5.2,45120,3.0%,10.5%,41.9%,31.0%,13.7%,中国大陆,韩国,香港,1275585,1054424,1055887,1019013,1201063,1274855,1045364,1274556,1012788,1025426,1028689,1275864,1274900,"https://ia.media-imdb.com/images/M/MV5BNTY5ZDY3NzgtZDkzZi00ZTM5LWE5NzItMTQyZWQ0ZTViZDllXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg"
