,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2016),1884684,Silence (2016) ,沉默 Silence,剧情,历史,7.6,14300,20.5%,46.1%,27.9%,4.2%,1.3%,美国,台湾,墨西哥,1054425,1022620,1322327,1031220,1036630,1004586,1033422,1014223,1293509,1040986,1191334,1335340,1041685,1313009,1015257,1026367,1034012,1348582,1079247,1008079,1318594,1321530,1048674,1037865,"https://ia.media-imdb.com/images/M/MV5BMjY3OTk0NjA2NV5BMl5BanBnXkFtZTgwNTg3Mjc2MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
