,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(1995),1863947,Sun diu hap lui             ,神雕侠侣 神雕俠侶,爱情,武侠,古装,8.9,79955,57.4%,33.5%,8.3%,0.5%,0.2%,香港,1275364,1027577,1023476,1032921,1073994,1274582,1030586,1069252,1274952,1315509,1274440,1274572,1222983,"https://ia.media-imdb.com/images/M/MV5BOWYzYTgzNGQtN2Q4Ny00ZTAzLWFmZmUtZjE2MTEzZjk4ZWIwXkEyXkFqcGdeQXVyNTAwNzc3ODg@._V1_UY268_CR4,0,182,268_AL_.jpg"
